dominio,subdominio,titulo,colecao,classificado_por,classificado_em
engenharia-software,"",Cook.1998.HowComplexSystemsFailRevG.pages,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Essential Kanban Condensed,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"","FitSM-2: Process activities and implementation, version 3.0.2",firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"","FitSM-3: Role model, version 3.0.1",firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",FitSM-5 Guide: Identifying Services,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",FitSM-5 Guide: Specifying Services for Portfolios and Catalogues v1.0,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"","FitSM Guide: ITSM Documentation Checklist, Version 1.0",firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"","FitSM Part 0: Overview and vocabulary, Version 3.0.1",firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"","FitSM Part 1: Requirements, Version 3.0.1",firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Gestão ágil e clientes cascata: desafios e alternativas para fábricas de software,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Guide: Using FitSM to achieve compliance with ISO/IEC 20000-1,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Information and documentation — WARC file format (BS ISO 28500:2009),firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",NIST SP 800-40 Rev.4 — Patch Management,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Observability Engineering,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",PostgreSQL 14 internals,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Release It! - Design and Deploy Production-Ready Software,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Strategies for the Integration of Software Supply Chain Security in DevSecOps CI/CD Pipelines,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",systemd for Administrators — série completa (Lennart Poettering) [snapshot 2026-08-01],firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",The Minimum Elements For a Software Bill of Materials (SBOM),firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",The Site Reliability Workbook,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Working Effectively with Legacy Code,firma,00000000-0000-0000-0000-000000000002,2026-08-04
engenharia-software,artesania-software,Clean Code: A Handbook of Agile Software Craftsmanship,firma,00000000-0000-0000-0000-000000000002,2026-08-05
engenharia-software,artesania-software,Design Patterns: Elements of Reusable Object-Oriented Software,firma,00000000-0000-0000-0000-000000000002,2026-08-05
engenharia-software,artesania-software,Refactoring: Improving the Design of Existing Code,firma,00000000-0000-0000-0000-000000000002,2026-08-05
engenharia-software,artesania-software,Test-Driven Development: By Example,firma,00000000-0000-0000-0000-000000000002,2026-08-05
engenharia-software,engenharia-dados,Fundamentals of Data Engineering,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,engenharia-dados,Kafka: The Definitive Guide,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,2020-devops-transformation-google-cloud-dora,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Accelerate: State of DevOps 2018,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Accelerate: State of DevOps 2019,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Accelerate: State of DevOps 2021,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Accelerate: State of DevOps 2022,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Accelerate: State of DevOps 2023,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Accelerate: State of DevOps 2024,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Accelerate: The Science of Lean Software and DevOps,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,CMMI for Development: Guidelines for Process Integration and Product Improvement,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,Continuous Delivery Pipelines: How To Build Better Software Faster,firma,00000000-0000-0000-0000-000000000002,2026-08-04
engenharia-software,gestao-engenharia,ITIL Foundation: ITIL 4 Edition,firma,00000000-0000-0000-0000-000000000002,2026-08-04
engenharia-software,gestao-engenharia,State of DevOps Report 2014,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,State of DevOps Report 2015,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,State of DevOps Report 2016,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,State of DevOps Report 2017,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,gestao-engenharia,The Mythical Man-Month,firma,00000000-0000-0000-0000-000000000000,2026-07-31
engenharia-software,microsservicos,REST API Design Rulebook,firma,00000000-0000-0000-0000-000000000000,2026-07-31
estudos-ontologias,"",ACCORD D2.1 — Technical Report: Existing Models,firma,00000000-0000-0000-0000-000000000000,2026-07-31
estudos-ontologias,"",A Dynamic Theory of Organizational Knowledge Creation.,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",An Overview of the Common Core Ontologies,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"","ANSI/NISO Z39.19-2005 (R2010), Guidelines for the Construction, Format, and Management of Monolingual Controlled Vocabularies",firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"","A Taxonomy for Learning, Teaching, and Assessing",firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Catálogo Nacional de Dados — Padrão DCAT-BR,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Decreto nº 4.073/2002 — Regulamentação da Lei nº 8.159/1991 (política nacional de arquivos públicos e privados),firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Design for How People Learn,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",DOLCE: A Descriptive Ontology for Linguistic and Cognitive Engineering,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"","e-ARQ Brasil: Modelo de Requisitos para Sistemas Informatizados de Gestão Arquivística de Documentos, Versão 2",firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Evaluating ontological decisions with OntoClean,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Grounding Software Domain Ontologies in the Unified Foundational Ontology (UFO): The Case of the ODE Software Process Ontology,firma,00000000-0000-0000-0000-000000000000,2026-07-31
estudos-ontologias,"",How Learning Works,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",How to Solve It,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",How We Think,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Information Architecture: For the Web and Beyond,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"","Institutional Ecology, 'Translations' and Boundary Objects: Amateurs and Professionals in Berkeley's Museum of Vertebrate Zoology, 1907-39",firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"","Knowing when to stop: insights from ecology for building catalogues, collections, and corpora",firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"","Lei nº 8.159, de 8 de janeiro de 1991 — Política nacional de arquivos públicos e privados",firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Logic The Theory Of Inquiry,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Make It Stick,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Ontological Foundations for Structural Conceptual Models,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Organizational Memory,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Organizational Memory: From Expectations Memory to Procedural Memory,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",SKOS Simple Knowledge Organization System Reference [snapshot 2026-08-01],firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",Software engineering — Software product Quality Requirements and Evaluation (SQuaRE) — Data quality model,firma,00000000-0000-0000-0000-000000000002,2026-08-08
estudos-ontologias,"",The Common Core Ontologies,firma,00000000-0000-0000-0000-000000000002,2026-08-08
